customerID,gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-100002297,Female,1,5.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,89.37,435.03,Yes
CUST-100002298,Female,0,36.0,Yes,No,Two year,Yes,Bank transfer,33.21,1207.01,No
TC-BH-10002299,Male,0,4.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.9,344.65,Yes
CUST-100002300,Female,0,25.0,Yes,Fiber optic,One year,Yes,Bank transfer,80.19,2017.94,Yes
CUST-100002301,Male,0,21.0,Yes,DSL,One year,No,Mailed check,61.23,1277.54,No
CUST-100002302,Female,0,44.0,Yes,DSL,Month-to-month,No,Electronic check,57.27,2615.81,No
CUST-100002303,Female,0,49.0,Yes,Fiber optic,One year,Yes,Credit card,84.0,4330.83,No
CUST-100002304,Female,0,36.0,Yes,Fiber optic,one year,No,Electronic check,89.37,3001.78,No
ACCT1000002305,Male,0,60.0,Yes,DSL,Two year,No,Electronic check,52.39,3260.35,No
TC-PR-10002306,Female,0,23.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,94.58,2191.03,Yes
CUST-100002307,Female,1,13.0,Yes,DSL,Month-to-month,No,Bank transfer,57.1,719.06,No
CUST-100002308,Male,1,13.0,Yes,DSL,Month-to-month,Yes,Bank transfer,67.19,931.9,Yes
ACCT1000002309,Female,0,49.0,No,Fiber optic,Two year,Yes,Bank transfer,61.12,2959.83,No
100002310-MEA,Female,0,27.0,no,DSL, Two year ,Yes,Credit card,35.88,996.6,No
CUST-100002311,Female,0,3.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,90.18,247.66,Yes
CUST-100002312,Female,0,64.0,Yes,DSL,Two year,No,Credit card,47.44,3020.55,No
ACCT1000002313,Male,0,9.0,Yes,No,One year,No,Electronic check,35.17,295.29,No
CUST-100002314,Female,0,14.0,No,DSL,One year,No,Credit card,41.93,633.01,No
TC-AA-10002315,Female,0,17.0,Yes,Fiber optic,Two year,Yes,Bank transfer,84.15,1370.03,No
TC-DN-10002316,Female,0,56.0,Yes,No,Month-to-month,No,Credit card,24.7,1293.95,No
CUST-100002317,Male,0,9.0,Yes,DSL,Month-to-month,Yes,Credit card,56.55,502.7,Yes
CUST-100002318,Female,1,43.0,Yes,No,Two year,Yes,Bank transfer ,34.33,1455.91,No
ACCT1000002319,Female,1,38.0,Yes,DSL,Month-to-month,Yes,Electronic check,60.87,2347.21,Yes
CUST-100002320,Male,1,55.0,Yes,No,Month-to-month,No,Bank transfer,37.62,2032.62,No
ACCT1000002321,Male,1,11.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,83.63,957.47,Yes
TC-ZQ-10002322,Female,0,11.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,68.55,743.14,Yes
ACCT1000002323,Male,0,11.0,Yes,No,Month-to-month,No,Credit card,33.07,339.60,No
ACCT1000002324,Female,0,4.0,Yes,Fiber optic,One year,Yes,Electronic check,80.64,315.55,Yes
CUST-100002325,Female,0,46.0,Yes,Dsl,Month-to-month,Yes,Electronic check,74.46,3420.34,No
CUST-100002326,Male,0,59.0,Yes,No,Month-to-month,Yes,Credit card,26.3,1613.08,No
CUST-100002327,Male,0,2.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,87.87,179.82,Yes
CUST-100002328,Male,0,64.0,Yes,No,Month-to-month,Yes,Electronic check,39.43,2501.97,No
CUST-100002329,Female,0,6.0,Yes,Fiber optic,Two year,Yes,Electronic check,82.53,485.26,No
TC-WY-10002330,Female,0,53.0,Yes,Fiber optic,One year,No,Bank transfer,80.54,4156.41,Yes
CUST-100002331,Female,0,22.0, Yes ,Dsl,Two year,No,Bank transfer,58.81,1249.45,No
CUST-100002332,Female,1,8.0,Yes,Dsl,Two year,No,Electronic check,59.66,472.67,No
CUST-100002333,Male,1,54.0,Yes,DSL,Month-to-month,No,Bank transfer,55.53,3055.52,No
CUST-100002334,Female,0,3.0,Yes,Fiber optic,Month-to-month,No,Electronic check,85.36,232.83,Yes
CUST-100002335,Male,0,17.0,Yes,DSL,Month-to-month,Yes,Electronic check,62.15,1053.87,Yes
ACCT1000002336,Female,0,49.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.29,3985.12,Yes
100002337-TDX,Female,0,26.0,No,DSL,Two year,Yes,Mailed check,51.63,1442.58,No
CUST-100002338,Female,0,6.0,Yes,Fiber optic,Month-to-month,No,Mailed check,78.0,470.91,Yes
CUST-100002339,Female,0,43.0,Yes,Fiber optic,month to month,Yes,Mailed check,86.13,3592.24,Yes
TC-MS-10002340,Male,1,7.0,Yes,No,Two year,Yes,Bank transfer,27.12,127.32,No
CUST-100002341,Female,1,4.0,No,Fiber optic,Month-to-month,No,Electronic check,74.86,304.57,Yes
CUST-100002342,Female,0,28.0,Yes,DSL,Two year,No,Credit card,55.92,--,No
100002343-YRB,Female,0,42.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.14,3504.4,Yes
CUST-100002344,Male,0,15.0,Yes,Fiber optic,Two year,Yes,Mailed check,85.62,1318.75,No
CUST-100002345,Male,0,7.0,Yes,DSL,Month-to-month,No,Electronic check,56.38,368.57,Yes
ACCT1000002346,Female,0,28.0, Yes ,DSL,One year,Yes,Mailed check,63.55,1610.27,No
ACCT1000002347,Female,0,6.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.32,508.5,Yes
CUST-100002348,Male,0,48.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.8,4161.81,Yes
100002349-TVU,Female,0,39.0,Yes,Dsl,Month-to-month,No,Bank transfer,64.84,2449.67,No
CUST-100002350,Female,1,11.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,93.43,1015.93,No
ACCT1000002351,Female,1,53.0,Yes,DSL,Month-to-month,Yes,Mailed check,61.17,3267.58,No
CUST-100002352,Male,0,4.0,Yes,Fiber optic,Month-to-month,No,Electronic check,87.84,329.88,Yes
CUST-100002353,Male,0,42.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.84,3412.97,No
ACCT1000002354,Female,0,55.0,Yes,Fiber optic,Month-to-month,No,Electronic check,92.21,4988.27,Yes
ACCT1000002355,Male,0,24.0,Yes,DSL,Month-to-month,Yes,Electronic check,69.24,1714.9,Yes
CUST-100002356,Female,0,31.0,Yes,No,One year,No,Credit card,33.61,1082.15,No
CUST-100002357,Male,0,12.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,84.15,1031.59,No
CUST-100002358,Female,0,12.0,Yes,DSL,One year,No,Credit card,68.3,765.6,No
ACCT1000002359,Female,0,43.0,Yes,Fiber optic,One year,No,Credit card,85.35,3664.79,Yes
CUST-100002360,Male,0,42.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,81.66,3433.86,No
CUST-100002361,Male,0,35.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.78,2886.61,No
100002362-VZV,Female,1,33.0,Yes,No,One year,No,Bank transfer,32.67,1098.71,No
CUST-100002363,Male,0,24.0,Yes,No,One year,No,Credit card,51.68,1272.61,Yes
ACCT1000002364,Male,1,39.0,Yes,Fiber optic,Month-to-month,No,Electronic check,87.94,3357.78,No
CUST-100002365,Female,0,5.0,Yes,DSL,Month-to-month,No,Electronic check,60.33,264.4,No
100002366-ZNB,Male,0,60.0,Yes,DSL,One year,No,Mailed check,60.18,3734.3,No
100002367-TRS,Female,0,7.0,Yes,DSL,One year,Yes,Mailed check,58.81,440.90,Yes
CUST-100002368,Female,0,40.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.4,3642.81,Yes
TC-BQ-10002369,Female,1,39.0,No,Fiber optic,Month-to-month,Yes,Electronic check,85.43,3392.79,No
CUST-100002370,Male,0,14.0,Yes,No,Month-to-month,Yes,Bank transfer,36.15,511.9,No
CUST-100002371,Male,0,36.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.44,3015.40,No
ACCT1000002372,Female,0,48.0,Yes,No,Two year,Yes,Bank transfer,35.46,1774.07,No
ACCT1000002373,Female,0,30.0,Yes,Fiber optic,Two year,Yes,Bank transfer,76.16,2353.16,No
CUST-100002374,Male,0,46.0,Yes,No,One year,No,Bank transfer,21.5,952.9,No
100002375-ZYP,Female,0,32.0,Yes,DSL,Two year,No,Credit card,48.98,1592.67,No
CUST-100002376,Female,0,11.0,Yes,DSL, One year ,Yes,Mailed check,58.37,647.92,No
CUST-100002377,Male,0,7.0,No,DSL,Month-to-month,No,Mailed check,43.25,316.10,No
CUST-100002378,Female,0,21.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.75,1811.8,No
CUST-100002379,Male,0,20.0,Yes,DSL,Two year,No,Credit card,64.38,1219.46,No
100002380-JTM,Female,0,6.0,Yes,DSL,Month-to-month,Yes,Electronic check,56.68,356.16,Yes
ACCT1000002381,Male,0,27.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,94.52,2607.8,Yes
TC-GX-10002382,Male,0,55.0,Yes,DSL,Two year,No,Credit card,56.26,3196.47,No
ACCT1000002383,Female,1,42.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.45,3299.60,Yes
TC-CT-10002384,Male,1,56.0,Yes,DSL,Month-to-month,Yes,Mailed check,67.28,3825.15,No
ACCT1000002385,Male,0,10.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,87.15,875.92,No
ACCT1000002386,Female,0,58.0,Yes,No,Month-to-month,No,Bank transfer,32.09,1883.38,No
TC-LV-10002387,Female,0,48.0,Yes,No,Two year,No,Electronic check,35.78,1816.17,No
ACCT1000002388,Female,0,22.0,No,DSL,One year,No,Electronic check,45.9,1031.41,No
CUST-100002389,Female,0,10.0,Yes,DSL,Two year,Yes,Mailed check,64.15,618.00,No
CUST-100002390,Male,0,48.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,92.23,4368.65,No
CUST-100002391,Female,1,42.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,81.34,3506.13,Yes
TC-WU-10002392,Male,0,9.0,Yes,Fiber optic,One year,No,Mailed check,82.42,825.23,No
CUST-100002393,Male,0,7.0,YES,No,Month-to-month,No,Bank transfer,30.75,190.05,No
100002394-WDC,Female,0,52.0,Yes,DSL,Month-to-month,No,Mailed check,66.54,3412.74,No
100002395-EWW,Male,0,7.0,Yes,DSL,Two year,Yes,  Electronic check  ,53.58,345.20,No
ACCT1000002396,Female,0,6.0,Yes,No,Month-to-month,No,Electronic check,47.26,268.3,Yes
TC-MS-10002397,Female,0,10.0,Yes,Fiber optic,Month-to-month,No,Electronic check,72.87,689.82,Yes
TC-WH-10002398,Female,0,22.0,Yes,Fiber optic,Month-to-month,No,Electronic check,85.28,1861.89,YES
CUST-100002399,Female,0,35.0,Yes,DSL,One year,Yes,Bank transfer,64.72,2334.69,No
CUST-100002400,Female,0,7.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,79.25,525.12,No
CUST-100002401,Female,0,38.0,Yes,No,Month-to-month,Yes,Credit card,27.38,1065.45,No
CUST-100002402,Male,0,7.0,Yes,No,One year,Yes,Bank transfer,30.7,211.27,No
CUST-100002403,Male,0,21.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,85.39,1761.94,Yes
CUST-100002404,Male,0,60.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.15,4806.98,No
ACCT1000002405,Male,0,35.0,Yes,DSL,Month-to-month,No,Electronic check,64.41,2316.39,No
ACCT1000002406,Female,0,13.0,Yes,DSL,Month-to-month,No,Bank transfer,62.81,846.98,No
100002407-KLP,Male,0,52.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.2,5212.58,Yes
ACCT1000002408,Male,0,58.0,No,Fiber optic,One year,Yes,Credit card,58.7,3562.09,No
CUST-100002409,Male,0,32.0,Yes,DSL,Month-to-month,Yes,Mailed check,58.69,1985.15,No
CUST-100002410,Male,0,46.0,Yes,No,Two year,Yes,Mailed check,34.05,1689.1,No
CUST-100002411,Female,0,63.0, Yes ,Fiber optic,Two year,Yes,Bank transfer,86.21,5513.34, Yes 
ACCT1000002412,Female,0,11.0,Yes,No,Month-to-month,Yes,Bank transfer,45.35,526.12,Yes
ACCT1000002413,Female,0,13.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,77.79,1016.28,Yes
100002414-RUD,Male,1,68.0,Yes,DSL,Month-to-month,No,Mailed check,64.47,4416.03,No
CUST-100002415,Male,0,22.0,Yes,Fiber optic,Month-to-month,No,Electronic check,88.03,2005.5,Yes
ACCT1000002416,Female,0,35.0,Yes,No,One year,No,Bank transfer,34.92,1373.29,No
CUST-100002417,Female,0,26.0,Yes,Fiber optic,Month-to-month,No,Mailed check,85.69,2221.33,Yes
TC-WR-10002418,Female,0,30.0,Yes,Fiber optic,One year,No,Mailed check,83.77,2498.00,No
CUST-100002419,Male,1,27.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,87.11,2386.54,Yes
CUST-100002420,Male,0,11.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.32,950.12,Yes
100002421-BRA,Female,0,5.0,No,Fiber optic,One year,No,Bank transfer,63.05,288.73,No
CUST-100002422,Male,0,22.0,Yes,Fiber optic,One year,No,Mailed check,81.07,"1,804.42",No
ACCT1000002423,Female,0,72.0,Yes,No,Two year,No,Bank transfer,31.9,2225.24,No
CUST-100002424,Male,0,17.0,Yes,DSL,Month-to-month,No,Bank transfer,66.42,1063.95,No
100002425-KYR,Female,0,11.0,Yes,DSL,Month-to-month,No,Credit card,42.82,479.36,No
ACCT1000002426,Male,0,35.0,Yes,No,Two year,No,Credit card,26.32,920.94,No
100002427-JTB,Female,0,44.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,87.59,3836.85,No
ACCT1000002428,Female,0,72.0,Yes,Fiber optic,One year,No,Credit card,83.05,5859.57,No
TC-PB-10002429,Female,0,17.0,Yes,DSL,Month-to-month,Yes,Bank transfer,59.42,958.94,No
CUST-100002430,Female,0,7.0,Yes,DSL,Month-to-month,Yes,Credit card,60.17,409.05,No
ACCT1000002431,Male,0,64.0,Yes,Fiber optic,One year,NO, Electronic check,79.13,5051.74,Yes
CUST-100002432,Female,1,23.0,Yes,Fiber optic,Month-to-month,No,Electronic check,83.54,1995.84,Yes
CUST-100002433,Female,0,41.0,yes,No,Month-to-month,No,Credit card,31.45,1277.6,No
100002434-BYP,Female,1,56.0,Yes,No,Two year,No,Credit card,38.79,2071.0,No
CUST-100002435,Male,1,72.0,Yes,DSL,One year,No,Mailed check,64.67,4876.31,No
CUST-100002436,Male,1,36.0,Yes,DSL,two year,Yes,Mailed check,60.34,2075.8,No
CUST-100002437,Male,0,6.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.84,467.49,Yes
ACCT1000002438,Male,0,61.0,No,Fiber optic,Two year,Yes,Bank transfer,66.32,3982.18,No
100002439-TNT,Female,0,56.0,Yes,Fiber optic,One year,No,Bank transfer,89.53,4616.48,No
ACCT1000002440,Male,0,45.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,94.91,4252.11,No
ACCT1000002441,Female,0,28.0,Yes,DSL,Month-to-month,Yes,Credit card,72.38,1992.9,No
ACCT1000002442,Female,0,72.0,Yes,No,Two year,No,Credit card,30.71,2236.54,No
100002443-QVP,Female,0,8.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.64,652.11,No
ACCT1000002444,Male,1,25.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,87.95,2115.68,Yes
ACCT1000002445,Male,0,9.0,Yes,dsl,Month-to-month,Yes,Bank transfer,66.98,563.21,No
CUST-100002446,Female,0,32.0,Yes,DSL,One year,No,Bank transfer,61.38,1773.85,No
CUST-100002447,Female,1,31.0,Yes,Fiber optic,One year,No,Bank transfer,92.05,2761.48,No
100002448-AMH,Female,0,56.0, Yes ,Fiber optic,Month-to-month,Yes,Bank transfer,87.55,4725.09,No
CUST-100002449,Male,0,29.0,Yes,Fiber optic,One year,No,Electronic check,76.67,2225.1,No
ACCT1000002450,Male,0,55.0,Yes,Fiber optic,One year,Yes,Bank transfer,86.24,4785.08,No
CUST-100002451,Female,0,8.0,Yes,DSL,Month-to-month,No,Electronic check,64.36,521.85,No
CUST-100002452,Female,1,15.0,No,Fiber optic,Month-to-month,No,Credit card,61.8,1020.12,Yes
CUST-100002453,Male,1,9.0,Yes,DSL,Month-to-month,Yes,Electronic check,64.97,583.31,No
ACCT1000002454,Female,0,40.0,Yes,Fiber optic,Month-to-month,No,Electronic check,76.33,3045.31,Yes
ACCT1000002455,Male,0,50.0,Yes,Fiber optic,One year,Yes,Bank transfer,82.97,4037.11,No
CUST-100002456,Female,0,52.0,Yes,No,Two year,No,Credit card,24.68,1286.47,No
CUST-100002457,Female,0,22.0,Yes,Fiber optic,Month-to-month,No,Electronic check,88.31,2075.16,Yes
CUST-100002458,Female,0,65.0,Yes,Fiber optic,One year,Yes,Electronic check,89.66,5873.81,No
TC-WU-10002459,Female,1,63.0,Yes,DSL,Month-to-month,Yes,Bank transfer,67.14,4266.74,No
ACCT1000002460,Male,0,5.0,Yes,Fiber optic,Month-to-month,No,Electronic check,82.2,358.64,Yes
CUST-100002461,Female,0,16.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,98.76,1556.59,Yes
ACCT1000002462,Male,0,65.0,Yes,Fiber optic,Month-to-month,No,Electronic check,91.28,5776.42,No
TC-UW-10002463,Female,0,8.0,Yes,DSL,Month-to-month,Yes,Credit card,61.16,506.04,Yes
CUST-100002464,Female,0,60.0,Yes,No,One year,Yes,Credit card,37.52,2264.37,No
CUST-100002465,Female,0,59.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,84.43,5280.08,No
CUST-100002466,Male,0,11.0,Yes,DSL,Month-to-month,No,Credit card,55.07,649.51,No
CUST-100002467,Female,0,65.0,Yes,DSL,Month-to-month,Yes,Credit card,72.07,4821.44,No
CUST-100002468,Female,0,52.0,Yes,DSL,Month-to-month,Yes,Credit card,52.34,2670.28,No
CUST-100002469,Female,0,11.0,Yes,Fiber optic,month-to-month,No,Electronic check,69.88,752.97,Yes
CUST-100002470,Female,1,56.0,Yes,No,Two year,Yes,Credit card,38.56,2144.97,No
CUST-100002471,Male,0,56.0,Yes,Fiber optic,One year,Yes,Electronic check,85.29,4697.27,Yes
ACCT1000002472,Female,0,48.0,Yes,DSL,Month-to-month,Yes,Credit card,54.84,2791.08,No
CUST-100002473,Female,1,12.0,Yes,No,Month-to-month,No,Credit card,28.9,365.96,No
CUST-100002474,Male,0,59.0,Yes,DSL,Two year,No,Electronic check,52.11,3125.28,No
ACCT1000002475,Male,0,5.0,Yes,DSL,Month-to-month,YES,Electronic check,56.59,267.09,Yes
CUST-100002476,Female,0,9.0,Yes,DSL,One year,No,Mailed check,52.42,499.56,No
TC-KR-10002477,Female,0,64.0,Yes,DSL,Month-to-month,Yes,Electronic check,60.86,3649.37,No
ACCT1000002478,Female,0,5.0,Yes,No,Month-to-month,Yes,Bank transfer,47.12,267.46,No
CUST-100002479,Female,0,32.0,Yes,Fiber optic,Month-to-month,No,Electronic check,89.38,2936.78,No
ACCT1000002480,Male,0,31.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,93.46,2970.78,No
CUST-100002481,Female,0,27.0,Yes,No,monthly,Yes,Electronic check,25.61,695.51,No
CUST-100002482,Female,0,26.0,Yes,Fiber optic,One year,Yes,  Bank transfer  ,80.59,2221.19,No
CUST-100002483,Male,0,21.0,Yes,DSL,One year,Yes,Bank transfer,60.52,1304.98,No
TC-LB-10002484,Male,0,11.0,Yes,DSL,Month-to-month,Yes,Bank transfer,48.57,485.24,No
CUST-100002485,Female,0,42.0,Yes,No,Two year,No,Mailed check,29.19,1304.56,No
CUST-100002486,Female,0,36.0,Yes,No,Two year,Yes,Bank transfer,25.63,960.84,No
CUST-100002487,Female,1,54.0,Yes,DSL,One year,No,Bank transfer,58.58,3155.92,No
CUST-100002488,Male,0,11.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.17,1025.38,No
CUST-100002489,Male,0,17.0,No,Fiber optic,Month-to-month,YES,Electronic check,67.96,1123.41,Yes
CUST-100002490,Female,0,20.0,Yes,DSL,Month-to-month,Yes,Mailed check,60.05,1203.81,No
TC-FY-10002491,Male,0,56.0,Yes,Fiber optic,One year,Yes,Electronic check,91.44,5200.35,No
ACCT1000002492,Female,0,5.0,Yes,No,One year,No,Electronic check,30.54,166.81,Yes
CUST-100002493,Female,0,10.0,Yes,DSL,Month-to-month,No,Electronic check,69.86,680.06,Yes
CUST-100002494,Male,0,27.0,No,No,One year,No,Mailed check,18.0,484.32,No
TC-TQ-10002495,Male,0,10.0,Yes,Fiber optic,Month-to-month,No,Credit card,103.71,1077.52,Yes
100002496-NYQ,Male,0,14.0,Yes,No,One year,Yes,Electronic check,31.96,426.98,No
CUST-100002497,Male,0,31.0,Yes,No,Two year,No,Credit card,38.16,1129.63,No
CUST-100002498,Male,0,22.0,Yes,DSL,Two year,Yes,Electronic check,57.85,1409.18,No
TC-TR-10002499,Male,0,53.0,Yes,Fiber optic,Two year,No,Electronic check,74.44,4259.8,No
TC-YK-10002500,Female,0,22.0,Yes,Fiber optic,Month-to-month,No,Electronic check,87.37,1914.73,Yes
CUST-100002501,Male,0,42.0,Yes,DSL,One year,No,Mailed check,54.69,2446.31,No
CUST-100002502,Male,0,9.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check ,81.96,736.95,No
CUST-100002503,Male,0,5.0,Yes,No,Month-to-month,Yes,Electronic check ,38.33,218.72,No
CUST-100002504,Female,1,39.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.52,3340.45,No
ACCT1000002505,Male,0,53.0,Yes,DSL,Month-to-month,Yes,Electronic check,58.66,3021.29,No
ACCT1000002506,Female,0,29.0,Yes,DSL,One year,Yes,Electronic check,64.91,1904.57,No
CUST-100002507,Male,1,6.0,Yes,No,Month-to-month,Yes,Electronic check,38.18,238.82,Yes
100002508-CRS,Female,0,5.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.76,395.25,Yes
CUST-100002509,Female,0,3.0,Yes,Fiber optic,One year,Yes,Credit card,76.7,234.74,No
CUST-100002510,Female,0,43.0,Yes,DSL,Month-to-month,No,Credit card,65.57,2937.86,No
CUST-100002511,Female,0,20.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71.35,1426.9,No
CUST-100002512,Male,0,6.0,No,DSL,Month-to-month, No ,Electronic check,45.23,272.9,No
CUST-100002513,Female,0,35.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,78.27,2774.31,Yes
ACCT1000002514,Male,0,43.0,No,fiberoptic,Month-to-month,Yes,Bank transfer,65.84,2891.4,Yes
CUST-100002515,Female,0,7.0,Yes,Fiber optic,Month-to-month,No,Electronic check,88.59,589.43,No
CUST-100002516,Female,0,31.0,Yes,Fiber optic,Two year,No,Bank transfer,79.43,2238.90,No
CUST-100002517,Male,0,12.0,Yes,Fiber optic,Month-to-month,Yes, Electronic check,81.61,1039.21,Yes
ACCT1000002518,Female,0,20.0,Yes,Fiber optic,One year,Yes,  Credit card  ,81.36,1686.10,Yes
100002519-QMR,Male,1,55.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,79.92,4263.04,No
CUST-100002520,Male,0,10.0,Yes,fibre optic,Month-to-month,Yes,Credit card,77.38,766.55,Yes
TC-AK-10002521,Male,0,4.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,94.23,342.29,Yes
100002522-KFC,Female,0,54.0,Yes,DSL,Month-to-month,No,Electronic check,54.79,2845.01,No
CUST-100002523,Female,0,9.0, Yes ,No,Month-to-month,Yes,Electronic check,35.55,332.05,No
100002524-NPA,Male,0,5.0,No,DSL,Month-to-month,Yes,Credit card,32.24,152.5,Yes
CUST-100002525,Male,0,12.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,76.11,903.89,No
CUST-100002526,Female,0,9.0,YES,Fiber optic,Month-to-month,Yes,Bank transfer,96.16,892.45,No
TC-RR-10002527,Female,0,72.0,Yes,No,Month-to-month,No,Electronic check,48.34,3451.45,Yes
TC-ZJ-10002528,Female,0,45.0,Yes,Fiber optic,One year,No,Bank transfer,77.8,3678.28,NO
CUST-100002529,Female,0,32.0,Yes,Fiber optic,Month-to-month,No,Electronic check,92.77,3014.10,Yes
CUST-100002530,Female,0,44.0,Yes,Fiber optic,One year,No,Mailed check,73.72,3067.51,No
CUST-100002531,Male,1,58.0,Yes,No,Month-to-month,Yes,Electronic check,44.17,2429.02,No
ACCT1000002532,Female,0,13.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,87.11,1129.30,Yes
TC-WL-10002533,Male,0,54.0,Yes,No,One year,Yes,Electronic check,37.85,2096.77,No
ACCT1000002534,Female,0,11.0,Yes,Fiber optic,Two year,Yes,Bank transfer,74.16,769.84,No
CUST-100002535,Female,0,34.0,Yes,No,Month-to-month,Yes,Credit card,38.52,1356.06,No
TC-AX-10002536,Female,1,10.0,Yes,DSL,Month-to-month,Yes,Credit card,68.95,688.72,No
TC-FE-10002537,Male,0,44.0,Yes,DSL,One year,No,Bank transfer,61.34,2823.50,No
TC-QR-10002538,Female,0,39.0,Yes,No,One year,No,Credit card,27.24,1063.69,No
TC-GA-10002539,Male,0,7.0,Yes,DSL,Month-to-month,No,Mailed check,51.09,394.73,Yes
CUST-100002540,Male,0,4.0,Yes,DSL,Month-to-month,No,Electronic check,56.9,210.7,No
CUST-100002541,Male,1,53.0,Yes,DSL,Two year,Yes,Electronic check,58.92,3124.66,No
CUST-100002542,Male,0,3.0,Yes,Fiber optic,Month-to-month,No,Credit card,90.27,261.52,Yes
ACCT1000002543,Male,0,59.0,Yes,No,Two year,No,Credit card,28.14,1598.3,No
100002544-SQQ,Female,0,43.0,Yes,no,Two year,No,Credit card,37.52,1679.95,No
100002545-YMV,Female,0,50.0,Yes,DSL,Two year,Yes,Bank transfer,64.84,3269.8,No
ACCT1000002546,Male,0,17.0,Yes,DSL,Month-to-month,No,Mailed check,62.58,1045.10,Yes
CUST-100002547,Male,0,10.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,90.55,895.49,Yes
CUST-100002548,Female,0,21.0,Yes,No,One year,Yes,Credit card,28.98,611.09,No
ACCT1000002549,Male,0,16.0,YES,No,One year,Yes,Electronic check,37.16,608.74,No
ACCT1000002550,Female,0,43.0,Yes,Fiber optic,Month-to-month,No,Electronic check,80.49,3508.82,No
CUST-100002551,Female,0,55.0,Yes,Fiber optic,Month-to-month,No,Mailed check,87.98,4713.5,No
TC-PG-10002552,Female,0,72.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,84.73,5921.83,No
CUST-100002553,Male,0,18.0,Yes,fiberoptic,Month-to-month,Yes,Electronic check,87.62,1657.32,Yes
CUST-100002554,Female,0,59.0,Yes,No,Two year,NO,Electronic check,37.49,2184.28,No
CUST-100002555,Female,0,36.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,85.19,3161.11,Yes
ACCT1000002556,Male,0,66.0,Yes,Fiber optic,Two year,Yes,Credit card,82.8,5216.77,No
CUST-100002557,Male,0,72.0,Yes,none,Two year,Yes,Credit card,37.68,2786.33,No
CUST-100002558,Female,0,48.0,Yes,none,Month-to-month,No,Bank transfer ,26.63,1294.94,No
ACCT1000002559,Male,0,33.0,Yes,DSL,One year,No,Credit card,59.67,1938.09,No
CUST-100002560,Male,0,40.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,98.34,3932.02,No
CUST-100002561,Male,0,21.0,Yes,Fiber optic,Month-to-month,No,Credit card,74.92,1555.14,No
