gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Risk_Score,Risk_Category,Churn_Driver_Explanation,Retention_Recommendation
Male,0,7,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.87,602.29,Yes,0.8614910375887035,86.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.75,833.14,Yes,0.8610588967813849,86.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,8,Yes,Fiber optic,Month-to-month,No,Electronic check,85.01,703.45,Yes,0.86075576576642,86.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,3,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,88.01,218.1,Yes,0.8613650687525196,86.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,8,Yes,Fiber optic,Month-to-month,Yes,Credit card,86.06,687.74,Yes,0.861219320900717,86.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,11,Yes,Fiber optic,Month-to-month,Yes,Credit card,92.23,974.04,Yes,0.8611360295605471,86.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,16,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.27,1432.64,Yes,0.8614220635254799,86.1,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,6,Yes,Fiber optic,Month-to-month,Yes,Mailed check,82.74,467.92,Yes,0.8613634065522229,86.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,9,Yes,Fiber optic,Month-to-month,Yes,Mailed check,91.14,818.79,Yes,0.8611848684697541,86.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,3,Yes,Fiber optic,Month-to-month,No,Electronic check,74.61,222.71,Yes,0.8606467461818033,86.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.54,1080.61,No,0.8603151739351035,86.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,12,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.2,945.45,No,0.8597378225708662,86.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,7,Yes,Fiber optic,Month-to-month,Yes,Mailed check,86.41,558.5,Yes,0.8599273517721854,86.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,87.46,1351.74,Yes,0.8598463792512321,86.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,1,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,83.45,80.17,Yes,0.8604715312025196,86.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,25,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.76,2299.13,Yes,0.8598253077689796,86.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,6,Yes,Fiber optic,Month-to-month,No,Electronic check,80.75,474.6,Yes,0.8604992689604423,86.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,87.52,1312.15,Yes,0.8599746511663151,86.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.89,1693.5,Yes,0.8603178119687533,86.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,10,Yes,Fiber optic,Month-to-month,No,Electronic check,88.94,894.6,Yes,0.8603095386342985,86.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,6,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,76.8,508.73,Yes,0.8585729492971476,85.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,5,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,90.89,472.1,Yes,0.8586742440335119,85.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,6,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,93.07,593.64,Yes,0.8589115096635305,85.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,2,Yes,Fiber optic,Month-to-month,Yes,Credit card,91.12,188.76,Yes,0.8592796278622267,85.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,5,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,93.09,487.06,Yes,0.858512769886268,85.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,9,Yes,Fiber optic,Month-to-month,No,Electronic check,84.1,782.44,Yes,0.8592498187713534,85.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,9,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.56,733.37,Yes,0.8588134663314257,85.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,5,Yes,Fiber optic,Month-to-month,Yes,Mailed check,81.87,443.59,No,0.8590690418704742,85.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,3,Yes,Fiber optic,Month-to-month,No,Mailed check,86.91,251.33,Yes,0.8587303983711883,85.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,13,Yes,Fiber optic,Month-to-month,No,Electronic check,92.19,1202.36,Yes,0.858843657043539,85.9,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,1,17,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,97.58,1672.99,Yes,0.8591917065553748,85.9,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,7,Yes,Fiber optic,Month-to-month,Yes,Mailed check,86.19,611.16,Yes,0.8594564075025893,85.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,12,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.76,1017.0,No,0.8593842141003041,85.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,6,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,93.14,544.55,No,0.8590619852188764,85.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,2,Yes,Fiber optic,Month-to-month,Yes,Credit card,88.86,155.46,No,0.8593116888321395,85.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.51,1144.96,Yes,0.8581039981123494,85.8,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,12,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.41,968.66,Yes,0.8580386244139291,85.8,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,6,Yes,Fiber optic,Month-to-month,Yes,Mailed check,81.23,464.15,Yes,0.8581322154563663,85.8,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,7,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,94.92,623.95,Yes,0.8584382457705355,85.8,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,16,Yes,Fiber optic,Month-to-month,No,Electronic check,81.91,1413.56,Yes,0.8580316281054059,85.8,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,7,Yes,Fiber optic,Month-to-month,Yes,Mailed check,83.1,578.2,No,0.8577000965468039,85.8,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,9,Yes,Fiber optic,Month-to-month,No,Mailed check,99.21,865.94,No,0.8584750515497164,85.8,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,5,Yes,Fiber optic,Month-to-month,Yes,Mailed check,78.45,389.97,Yes,0.8565907694253648,85.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,14,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.25,1075.19,No,0.8573899463046132,85.7,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,2,Yes,Fiber optic,Month-to-month,Yes,Credit card,87.87,179.82,Yes,0.8571741963903945,85.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,1,14,Yes,Fiber optic,Month-to-month,No,Mailed check,90.45,1223.58,Yes,0.8569131201165844,85.7,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,3,Yes,Fiber optic,Month-to-month,No,Mailed check,88.33,279.89,Yes,0.8568797428789184,85.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,6,No,Fiber optic,Month-to-month,Yes,Electronic check,70.51,431.46,No,0.8566277168439447,85.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.69,1005.71,No,0.856922105394789,85.7,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,6,Yes,Fiber optic,Month-to-month,No,Electronic check,79.27,473.77,No,0.8573164141562598,85.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,9,Yes,Fiber optic,Month-to-month,Yes,Mailed check,87.06,791.97,No,0.8573108421816663,85.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,10,Yes,Fiber optic,Month-to-month,Yes,Mailed check,89.13,944.1,No,0.8573113792574328,85.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,12,Yes,Fiber optic,Month-to-month,Yes,Mailed check,93.34,1158.81,Yes,0.8574643513883721,85.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.76,1026.81,Yes,0.8570743496471238,85.7,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,5,Yes,Fiber optic,Month-to-month,Yes,Mailed check,80.86,388.34,Yes,0.8568849551141653,85.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.6,1045.2,No,0.856726164306847,85.7,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,9,Yes,Fiber optic,Month-to-month,Yes,Mailed check,89.01,800.64,Yes,0.8566039533710743,85.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.37,993.1,Yes,0.8562244106638959,85.6,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,1,4,Yes,Fiber optic,Month-to-month,No,Bank transfer,80.62,308.6,Yes,0.8555785493378938,85.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.13,2124.98,No,0.8562173973141026,85.6,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,8,Yes,Fiber optic,Month-to-month,No,Electronic check,82.76,660.31,Yes,0.8559005977651568,85.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,7,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.69,602.63,No,0.8562100411434344,85.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,10,Yes,Fiber optic,Month-to-month,Yes,Mailed check,90.85,962.28,Yes,0.8561023844870339,85.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,3,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,85.32,254.07,Yes,0.8555653446146962,85.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,6,Yes,Fiber optic,Month-to-month,Yes,Mailed check,82.38,470.0,Yes,0.8556843283547279,85.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,7,No,Fiber optic,Month-to-month,Yes,Electronic check,72.08,513.14,Yes,0.8555350018040517,85.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,7,No,Fiber optic,Month-to-month,Yes,Electronic check,72.4,526.82,No,0.8562354802832262,85.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,10,Yes,Fiber optic,Month-to-month,No,Electronic check,86.93,857.99,No,0.8559673320439939,85.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,4,Yes,Fiber optic,Month-to-month,No,Credit card,102.72,428.54,Yes,0.8552045117351306,85.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,2,Yes,Fiber optic,Month-to-month,No,Credit card,98.33,173.54,Yes,0.8546531573165931,85.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,17,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.27,1474.96,Yes,0.8547897979380925,85.5,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,4,Yes,Fiber optic,Month-to-month,No,Mailed check,89.4,334.52,No,0.85469005463928,85.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,8,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.04,702.71,Yes,0.8552354412605933,85.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,1,11,Yes,Fiber optic,Month-to-month,No,Mailed check,83.35,915.11,Yes,0.8549639114715807,85.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,14,Yes,Fiber optic,Month-to-month,Yes,Mailed check,98.44,1359.84,Yes,0.8545894629041817,85.5,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,10,No,Fiber optic,Month-to-month,Yes,Electronic check,75.82,764.25,No,0.8551082623464872,85.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,9,Yes,Fiber optic,Month-to-month,No,Electronic check,84.28,766.68,Yes,0.8546931133519902,85.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,8,Yes,Fiber optic,Month-to-month,No,Electronic check,80.08,643.59,Yes,0.8550117342838846,85.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,14,Yes,Fiber optic,Month-to-month,No,Electronic check,94.86,1293.6,No,0.8552020256152706,85.5,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,5,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,89.35,420.92,Yes,0.85532502953615,85.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,6,Yes,Fiber optic,Month-to-month,Yes,Credit card,95.29,590.6,Yes,0.8552976534337763,85.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,21,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.47,1623.26,No,0.8554684064563687,85.5,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,4,Yes,Fiber optic,Month-to-month,Yes,Credit card,90.93,391.8,No,0.8548126817288941,85.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,6,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,93.47,575.31,Yes,0.8548308852762239,85.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,8,Yes,Fiber optic,Month-to-month,No,Electronic check,79.74,602.79,No,0.854262124250352,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,12,No,Fiber optic,Month-to-month,Yes,Electronic check,63.24,722.3,No,0.8537689799697608,85.4,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,12,Yes,Fiber optic,Month-to-month,Yes,Electronic check,76.11,903.89,No,0.853604445427225,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,13,Yes,Fiber optic,Month-to-month,Yes,Mailed check,93.94,1254.91,No,0.8542466270474939,85.4,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,8,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,95.04,738.21,Yes,0.8541809650907529,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.48,1201.76,Yes,0.8539605666064084,85.4,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,8,Yes,Fiber optic,Month-to-month,No,Mailed check,97.27,746.55,Yes,0.8537862437184228,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,3,Yes,Fiber optic,Month-to-month,No,Mailed check,87.23,247.36,Yes,0.8544689628319789,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,9,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,97.06,845.74,Yes,0.8540709537833957,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,5,Yes,Fiber optic,Month-to-month,Yes,Mailed check,79.76,415.85,Yes,0.8544742479536065,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,1,15,Yes,Fiber optic,Month-to-month,No,Mailed check,91.02,1476.53,Yes,0.8536185615296087,85.4,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,4,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,86.81,346.88,No,0.854289268070598,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,6,Yes,Fiber optic,Month-to-month,Yes,Credit card,94.61,516.44,Yes,0.8537976779809013,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.2,733.94,No,0.8535036510538865,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91.19,1560.4,No,0.854459609511599,85.4,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,6,Yes,Fiber optic,Month-to-month,No,Electronic check,75.44,450.6,Yes,0.8539071603304925,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,5,Yes,Fiber optic,Month-to-month,Yes,Credit card,95.11,468.63,Yes,0.8544495614129122,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,3,Yes,DSL,Month-to-month,Yes,Electronic check,78.15,222.58,No,0.8543600485792909,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,11,Yes,Fiber optic,Month-to-month,No,Electronic check,85.76,949.51,Yes,0.853843469869302,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,11,Yes,Fiber optic,Month-to-month,Yes,Mailed check,89.8,894.02,Yes,0.8542455337453984,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,11,Yes,Fiber optic,Month-to-month,No,Electronic check,86.05,998.67,Yes,0.8544845685959936,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,5,Yes,Fiber optic,Month-to-month,Yes,Credit card,92.58,458.71,Yes,0.8538857195999437,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,6,Yes,Fiber optic,Month-to-month,No,Mailed check,90.73,575.32,Yes,0.8535078701195007,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,9,Yes,Fiber optic,Month-to-month,No,Electronic check,84.03,818.97,No,0.8541412377052607,85.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,16,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.97,1394.34,Yes,0.8526727533521276,85.3,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,17,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.32,1418.32,No,0.8526845810605994,85.3,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,7,Yes,Fiber optic,Month-to-month,Yes,Credit card,98.79,716.72,No,0.8534324543604045,85.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,10,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,98.49,948.68,No,0.8526502157463243,85.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,10,Yes,Fiber optic,Month-to-month,Yes,Credit card,86.3,900.07,Yes,0.8527394249023919,85.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.14,1044.24,Yes,0.8529051630069892,85.3,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,11,Yes,Fiber optic,Month-to-month,Yes,Mailed check,89.45,999.6,Yes,0.8534704485392419,85.3,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
