gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Risk_Score,Risk_Category,Churn_Driver_Explanation,Retention_Recommendation
Female,0,54,Yes,Fiber optic,Month-to-month,No,Mailed check,82.63,4564.84,No,0.45391690423692327,45.4,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,9,No,Fiber optic,Month-to-month,Yes,Bank transfer,64.09,616.41,Yes,0.755016489641332,75.5,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,23,Yes,DSL,Month-to-month,Yes,Credit card,61.69,1416.7,No,0.4773554370746918,47.7,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Female,0,8,Yes,Fiber optic,Month-to-month,No,Mailed check,89.04,731.4,No,0.8345956892371764,83.5,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,5,Yes,No,Month-to-month,No,Electronic check,41.41,192.21,Yes,0.6876577144323643,68.8,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,1,37,Yes,No,Two year,No,Credit card,32.32,1248.55,No,0.04608224675216934,4.6,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,4,Yes,No,Month-to-month,No,Electronic check,31.06,107.1,Yes,0.5881427112047027,58.8,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,40,Yes,Fiber optic,Month-to-month,Yes,Mailed check,79.65,3142.25,No,0.6278367985439324,62.8,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,62,Yes,DSL,One year,Yes,Mailed check,64.65,4196.7,Yes,0.09533094796563209,9.5,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,40,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.37,3025.26,No,0.6873256430509564,68.7,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,1,44,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.55,3929.92,Yes,0.7434258040568481,74.3,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,53,Yes,DSL,One year,No,Mailed check,45.81,2370.4,No,0.07870628915879357,7.9,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,9,Yes,DSL,One year,No,Mailed check,66.92,583.6,No,0.3847988337206753,38.5,Medium Risk,Long-Term Contract | Short Customer Tenure,Assign Retention Team
Female,0,38,Yes,DSL,One year,No,Mailed check,57.18,2040.58,No,0.15351426940741433,15.4,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,64,Yes,DSL,Month-to-month,Yes,Mailed check,62.9,3858.38,No,0.2137361966170028,21.4,Low Risk,Month-to-Month Contract,Offer Annual Contract
Male,0,38,Yes,No,Two year,Yes,Credit card,32.05,1201.51,No,0.0394708589344987,3.9,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,56,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.26,4800.83,No,0.5810524657603447,58.1,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,6,Yes,DSL,Month-to-month,No,Bank transfer,72.03,421.62,Yes,0.6410975214500968,64.1,Medium Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,13,Yes,Fiber optic,Month-to-month,Yes,Mailed check,74.63,948.75,Yes,0.8062167065575264,80.6,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,27,Yes,DSL,Two year,No,Bank transfer,56.54,1559.25,No,0.08002877415281837,8.0,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,6,Yes,Fiber optic,Month-to-month,Yes,Mailed check,89.19,501.31,Yes,0.8699769069782423,87.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,48,Yes,DSL,Two year,No,Credit card,54.79,2886.31,No,0.033775645766864974,3.4,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.03,487.02,Yes,0.911999802581476,91.2,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,34,Yes,No,Two year,No,Bank transfer,24.95,839.66,No,0.03394301162470703,3.4,Low Risk,Long-Term Contract | Low Monthly Charges,Offer Premium Support
Male,1,64,Yes,Fiber optic,Two year,Yes,Bank transfer,80.35,5115.29,No,0.09980476257320482,10.0,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,37,Yes,Fiber optic,Two year,No,Bank transfer,71.96,2564.48,No,0.12682699923156965,12.7,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,11,Yes,Fiber optic,Month-to-month,No,Electronic check,98.22,1111.95,Yes,0.879340069440579,87.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,9,Yes,Fiber optic,Month-to-month,No,Mailed check,99.21,865.94,No,0.8584750515497164,85.8,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,43,No,DSL,Two year,No,Electronic check,38.93,1684.28,No,0.0511658488156492,5.1,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,23,Yes,Fiber optic,Month-to-month,Yes,Mailed check,87.04,2149.75,No,0.7752438220642546,77.5,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,1,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.97,184.78,Yes,0.9371897092416784,93.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,4,Yes,Fiber optic,Month-to-month,No,Electronic check,78.52,311.85,Yes,0.869177250661184,86.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,25,Yes,No,One year,Yes,Electronic check,40.31,960.11,No,0.25795018330504543,25.8,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,28,Yes,DSL,One year,No,Bank transfer,54.72,1569.55,No,0.17552363432910476,17.6,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,27,Yes,DSL,Two year,Yes,Bank transfer,46.14,1232.31,No,0.07865076488477132,7.9,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,17,No,Fiber optic,Month-to-month,Yes,Credit card,67.26,1146.25,No,0.6853943248324987,68.5,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Female,0,59,Yes,DSL,Two year,No,Credit card,48.34,2896.18,No,0.020388779598674016,2.0,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,64,Yes,DSL,One year,No,Credit card,63.71,4104.1,No,0.05848750363736138,5.8,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,7,No,DSL,Month-to-month,Yes,Bank transfer,47.88,324.15,Yes,0.5558369372617344,55.6,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,57,No,DSL,Two year,No,Credit card,41.36,2318.26,No,0.019106432738547365,1.9,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,8,Yes,Fiber optic,Month-to-month,No,Electronic check,85.83,699.6,Yes,0.8672093786128899,86.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,16,Yes,DSL,One year,No,Electronic check,44.18,743.18,Yes,0.2983082368286168,29.8,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,40,Yes,No,Two year,No,Mailed check,32.64,1350.57,No,0.039605497990981245,4.0,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,51,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,91.61,4627.5,No,0.521754395645797,52.2,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,2,Yes,DSL,Month-to-month,No,Electronic check,67.32,118.13,Yes,0.7467493800497486,74.7,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,44,Yes,DSL,Month-to-month,No,Credit card,61.52,2767.91,No,0.24759713278778775,24.8,Low Risk,Month-to-Month Contract,Offer Annual Contract
Female,1,45,Yes,No,Month-to-month,Yes,Mailed check,40.1,1807.89,No,0.3160913326096763,31.6,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Female,0,63,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.72,6310.89,Yes,0.5710706247010265,57.1,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,1,57,Yes,Fiber optic,Two year,Yes,Credit card,82.67,4444.0,No,0.1181173061553392,11.8,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,52,Yes,No,Month-to-month,Yes,Electronic check,43.44,2208.84,No,0.2647515099240506,26.5,Low Risk,Month-to-Month Contract,Offer Annual Contract
Male,0,43,Yes,DSL,One year,Yes,Electronic check,63.19,2581.66,No,0.22040551974876157,22.0,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,71,Yes,No,Two year,No,Electronic check,30.5,2207.49,No,0.015814908283468113,1.6,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,34,Yes,DSL,Two year,No,Bank transfer,54.36,1826.35,No,0.05851701712705302,5.9,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,6,Yes,Fiber optic,Two year,No,Credit card,72.21,455.36,No,0.3068843437741674,30.7,Medium Risk,Long-Term Contract | High Monthly Charges | Short Customer Tenure,Provide Loyalty Discount | Assign Retention Team
Male,1,56,Yes,Fiber optic,One year,Yes,Mailed check,82.64,4685.56,No,0.332436999164015,33.2,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,36,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.52,3263.13,Yes,0.7496893479689508,75.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,7,Yes,No,One year,No,Bank transfer,38.56,244.56,No,0.24026280346457335,24.0,Low Risk,Long-Term Contract | Short Customer Tenure,Assign Retention Team
Female,0,10,Yes,Fiber optic,Month-to-month,No,Electronic check,86.93,857.99,No,0.8559673320439939,85.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,0,17,Yes,Fiber optic,One year,Yes,Bank transfer,91.37,1494.45,Yes,0.5792940633719686,57.9,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,21,Yes,No,Two year,No,Bank transfer,29.18,616.19,No,0.05977191590921339,6.0,Low Risk,Long-Term Contract | Low Monthly Charges,Offer Premium Support
Female,0,21,Yes,No,Month-to-month,Yes,Electronic check,29.61,617.1,No,0.46799981461415396,46.8,Medium Risk,Month-to-Month Contract | Low Monthly Charges,Offer Annual Contract
Male,0,11,No,Fiber optic,Month-to-month,Yes,Electronic check,66.07,727.1,Yes,0.8271379692460638,82.7,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,1,72,Yes,No,Two year,Yes,Credit card,25.43,1704.24,No,0.013757335048709001,1.4,Low Risk,Long-Term Contract | Low Monthly Charges,Offer Premium Support
Female,0,56,Yes,No,One year,No,Credit card,45.4,2666.84,No,0.05222253210515819,5.2,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,7,Yes,Fiber optic,Two year,Yes,Bank transfer,80.49,586.81,Yes,0.39423790208244813,39.4,Medium Risk,Long-Term Contract | High Monthly Charges | Short Customer Tenure,Provide Loyalty Discount | Assign Retention Team
Male,0,15,Yes,DSL,Month-to-month,Yes,Mailed check,60.02,903.19,No,0.6097325682492891,61.0,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Male,0,13,Yes,DSL,Month-to-month,Yes,Mailed check,57.16,696.1,Yes,0.615122284641349,61.5,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Female,0,22,Yes,Fiber optic,One year,Yes,Electronic check,81.07,1876.7,Yes,0.6062745011798338,60.6,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,3,Yes,No,Month-to-month,Yes,Mailed check,33.63,88.77,Yes,0.5817079998742959,58.2,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,29,Yes,Fiber optic,Month-to-month,Yes,Mailed check,96.13,2708.56,Yes,0.7647842738085467,76.5,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,29,Yes,No,Month-to-month,Yes,Electronic check,39.78,1143.3,No,0.43990607399382503,44.0,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Female,0,62,No,Fiber optic,Two year,Yes,Bank transfer,52.03,3269.13,No,0.045154858567614774,4.5,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,22,Yes,DSL,One year,Yes,Electronic check,51.39,1122.79,No,0.3315121267872947,33.2,Medium Risk,Long-Term Contract,Offer Premium Support
Female,0,3,Yes,DSL,Month-to-month,No,Credit card,65.4,188.3,Yes,0.6138168824037967,61.4,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,38,Yes,Fiber optic,Month-to-month,No,Electronic check,84.3,3309.22,No,0.678613164009824,67.9,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,21,Yes,DSL,Month-to-month,No,Credit card,57.74,1269.44,Yes,0.4271834614322519,42.7,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Female,0,10,Yes,No,One year,Yes,Electronic check,37.66,361.59,No,0.3559289365458951,35.6,Medium Risk,Long-Term Contract | Short Customer Tenure,Assign Retention Team
Female,0,17,Yes,DSL,One year,No,Bank transfer,53.86,921.55,No,0.2317310537290277,23.2,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,8,Yes,DSL,Month-to-month,Yes,Electronic check,70.33,585.0,No,0.7614828204533451,76.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,50,Yes,DSL,Two year,No,Credit card,57.62,2719.18,No,0.03433928259790496,3.4,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,1,Yes,DSL,Month-to-month,Yes,Electronic check,56.65,34.46,No,0.7640783354684842,76.4,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,39,No,DSL,One year,Yes,Bank transfer,42.22,1644.6,No,0.11680763972526516,11.7,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,7,Yes,DSL,Month-to-month,No,Electronic check,63.38,478.79,Yes,0.6958830617909283,69.6,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,31,Yes,DSL,Month-to-month,No,Electronic check,75.17,2354.4,Yes,0.5487989683410136,54.9,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,9,No,Fiber optic,Month-to-month,Yes,Electronic check,69.34,577.69,No,0.845139004883057,84.5,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,32,Yes,Fiber optic,Month-to-month,No,Mailed check,85.59,2772.1,Yes,0.6627937698825795,66.3,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,1,19,Yes,DSL,Month-to-month,Yes,Electronic check,51.99,958.35,No,0.6720014967086719,67.2,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Female,0,57,Yes,Fiber optic,Two year,No,Credit card,81.38,4937.62,No,0.07138062053820309,7.1,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,9,Yes,DSL,One year,Yes,Electronic check,56.67,488.79,Yes,0.4574748454431586,45.7,Medium Risk,Long-Term Contract | Short Customer Tenure,Assign Retention Team
Male,0,9,Yes,Fiber optic,Two year,Yes,Credit card,78.2,723.34,No,0.35147948607954355,35.1,Medium Risk,Long-Term Contract | High Monthly Charges | Short Customer Tenure,Provide Loyalty Discount | Assign Retention Team
Female,0,42,Yes,DSL,One year,No,Bank transfer,61.57,2554.3,No,0.12131623384347733,12.1,Low Risk,Long-Term Contract,Offer Premium Support
Female,1,68,Yes,DSL,Month-to-month,No,Mailed check,56.07,3821.22,No,0.18379992628791353,18.4,Low Risk,Month-to-Month Contract,Offer Annual Contract
Female,0,10,Yes,Fiber optic,Month-to-month,Yes,Mailed check,86.66,914.58,Yes,0.846697265087944,84.7,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,4,Yes,No,Month-to-month,Yes,Electronic check,46.94,195.24,Yes,0.7558643818682088,75.6,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,1,46,Yes,DSL,One year,Yes,Electronic check,47.03,2165.6,No,0.2085042013971802,20.9,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,7,Yes,Fiber optic,Month-to-month,Yes,Credit card,88.39,637.46,Yes,0.8344619039376716,83.4,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,5,Yes,DSL,Month-to-month,Yes,Mailed check,74.77,392.12,Yes,0.7455979364926024,74.6,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,7,Yes,No,Month-to-month,Yes,Credit card,33.73,237.81,No,0.48810157866468806,48.8,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,45,No,Fiber optic,Month-to-month,Yes,Mailed check,77.99,3355.79,No,0.5630621095099833,56.3,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,1,27,Yes,Fiber optic,One year,Yes,Credit card,87.46,2379.3,No,0.5350890551314306,53.5,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,1,60,Yes,DSL,One year,No,Mailed check,65.99,3847.93,No,0.11580990871293118,11.6,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,4,Yes,No,Month-to-month,Yes,Bank transfer,27.78,112.24,No,0.5064757124906343,50.6,Medium Risk,Month-to-Month Contract | Low Monthly Charges | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,39,Yes,No,Month-to-month,No,Electronic check,30.84,1179.2,No,0.2822723024631193,28.2,Low Risk,Month-to-Month Contract,Offer Annual Contract
Male,0,40,Yes,Fiber optic,One year,Yes,Credit card,86.18,3528.33,No,0.34398399592505513,34.4,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,63,Yes,Fiber optic,One year,No,Mailed check,87.46,5517.2,No,0.191307574457357,19.1,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,46,Yes,Fiber optic,Month-to-month,Yes,Mailed check,74.63,3573.48,No,0.5431662214650599,54.3,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.55,257.87,Yes,0.8989310843216531,89.9,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,6,Yes,DSL,Two year,No,Credit card,53.92,321.18,No,0.1435644484105447,14.4,Low Risk,Long-Term Contract | Short Customer Tenure,Assign Retention Team
Male,0,25,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91.51,2383.73,No,0.8262021123615485,82.6,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,20,Yes,DSL,One year,No,Bank transfer,45.21,861.64,No,0.1943647536485862,19.4,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,6,Yes,Fiber optic,Two year,Yes,Credit card,83.66,486.14,No,0.4000037251307515,40.0,Medium Risk,Long-Term Contract | High Monthly Charges | Short Customer Tenure,Provide Loyalty Discount | Assign Retention Team
Male,0,7,No,DSL,One year,No,Mailed check,47.02,333.93,No,0.31760809546100593,31.8,Medium Risk,Long-Term Contract | Short Customer Tenure,Assign Retention Team
Female,0,8,Yes,Fiber optic,Month-to-month,No,Bank transfer,87.95,674.13,No,0.8014694084275837,80.1,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Female,1,22,Yes,DSL,Month-to-month,No,Electronic check,60.04,1377.53,Yes,0.6327062079998207,63.3,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Male,1,33,Yes,DSL,One year,No,Electronic check,61.77,2058.3,No,0.30982438116124733,31.0,Medium Risk,Long-Term Contract,Offer Premium Support
Male,0,10,Yes,DSL,Month-to-month,No,Mailed check,58.84,568.6,No,0.5993674573623969,59.9,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,45,Yes,DSL,Two year,Yes,Bank transfer,53.35,2486.02,No,0.04956367889262243,5.0,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,39,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.47,2960.68,No,0.6774980034208631,67.7,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,56,Yes,DSL,One year,No,Mailed check,55.7,3142.92,No,0.08357512218476779,8.4,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,30,Yes,DSL,Month-to-month,Yes,Electronic check,80.49,2416.75,No,0.6301916093770282,63.0,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,54,Yes,No,One year,No,Bank transfer,33.94,1987.68,No,0.05121049599220847,5.1,Low Risk,Long-Term Contract,Offer Premium Support
Female,1,69,Yes,DSL,One year,Yes,Mailed check,68.46,4784.64,No,0.10780151329620606,10.8,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,35,No,Fiber optic,One year,Yes,Bank transfer,66.37,2348.07,No,0.3012830611753797,30.1,Medium Risk,Long-Term Contract,Offer Premium Support
Male,0,28,Yes,No,Two year,No,Bank transfer,32.25,914.89,No,0.04934921183915015,4.9,Low Risk,Long-Term Contract,Offer Premium Support
Female,0,72,Yes,DSL,Two year,Yes,Bank transfer,55.53,3860.67,No,0.018944760959330745,1.9,Low Risk,Long-Term Contract,Offer Premium Support
Male,1,24,Yes,No,Two year,No,Mailed check,39.35,959.35,No,0.10384021109242379,10.4,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,41,Yes,No,Two year,No,Credit card,34.17,1376.07,No,0.030161363764625818,3.0,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,18,Yes,Fiber optic,Two year,Yes,Credit card,70.71,1248.1,No,0.25425409470624666,25.4,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,56,No,Fiber optic,Two year,No,Bank transfer,63.34,3602.63,No,0.05753819993602387,5.8,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,5,Yes,DSL,One year,No,Credit card,65.69,322.5,No,0.35976815165498166,36.0,Medium Risk,Long-Term Contract | Short Customer Tenure,Assign Retention Team
Male,0,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91.11,1824.3,Yes,0.8501153045753289,85.0,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,55,Yes,Fiber optic,Two year,Yes,Credit card,83.14,4489.8,No,0.0984535260957008,9.8,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,5,No,DSL,Month-to-month,No,Electronic check,32.37,154.27,No,0.5829862535296683,58.3,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,21,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.7,1801.0,Yes,0.8266961038479455,82.7,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,62,Yes,Fiber optic,One year,No,Electronic check,82.25,5143.8,No,0.2346306380255725,23.5,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,48,Yes,DSL,Two year,No,Credit card,57.62,2741.48,No,0.03686044267003827,3.7,Low Risk,Long-Term Contract,Offer Premium Support
Male,0,7,Yes,DSL,Month-to-month,No,Electronic check,67.27,505.09,Yes,0.7185292151602256,71.9,High Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Female,0,38,Yes,No,One year,Yes,Bank transfer,46.27,1733.53,No,0.12487908144229208,12.5,Low Risk,Long-Term Contract,Offer Premium Support
Male,1,37,Yes,DSL,Month-to-month,No,Mailed check,61.59,2168.48,No,0.44675367389236137,44.7,Medium Risk,Month-to-Month Contract,Offer Annual Contract
Male,1,27,Yes,Fiber optic,One year,Yes,Mailed check,85.96,2022.67,No,0.6051458249390821,60.5,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,5,Yes,Fiber optic,Month-to-month,No,Electronic check,100.28,512.05,No,0.9004980484250368,90.0,High Risk,Month-to-Month Contract | High Monthly Charges | Short Customer Tenure,Offer Annual Contract | Provide Loyalty Discount | Assign Retention Team
Male,0,59,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,85.32,5089.79,No,0.4309355809780479,43.1,Medium Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Male,0,64,Yes,No,Two year,No,Credit card,23.28,1518.83,No,0.010893256226918927,1.1,Low Risk,Long-Term Contract | Low Monthly Charges,Offer Premium Support
Female,0,28,Yes,Fiber optic,One year,Yes,Electronic check,81.45,2274.4,No,0.5542933414480581,55.4,Medium Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Male,0,17,No,Fiber optic,Month-to-month,Yes,Credit card,72.61,1172.46,Yes,0.7138165761691185,71.4,High Risk,Month-to-Month Contract | High Monthly Charges,Offer Annual Contract | Provide Loyalty Discount
Female,0,10,Yes,DSL,Month-to-month,No,Bank transfer,50.33,485.39,No,0.501931105548656,50.2,Medium Risk,Month-to-Month Contract | Short Customer Tenure,Offer Annual Contract | Assign Retention Team
Male,0,58,Yes,DSL,One year,No,Mailed check,73.42,4082.31,No,0.10780603031700373,10.8,Low Risk,Long-Term Contract | High Monthly Charges,Provide Loyalty Discount
Female,0,63,Yes,DSL,Month-to-month,No,Bank transfer,57.43,3464.8,No,0.14027011550349547,14.0,Low Risk,Month-to-Month Contract,Offer Annual Contract
Male,0,15,Yes,No,Month-to-month,Yes,Electronic check,42.39,617.58,No,0.5888931747723759,58.9,Medium Risk,Month-to-Month Contract,Offer Annual Contract
